,tA1,tA2,tA3,tA4,tA5,rA1,rA2,rA3,rA4,ssrd_extension,tB1,tB2,tB3,tB4,rB1,rB2,rB3,wpf_extension,net_extension,run_id
0,71.87795964734894,55.9543918929388,52.84690001403317,47.38625190926792,0.0,0.7926296441939706,5.010778105752909,0.8678407719295123,0.0,31.953213350525704,10.379732209685173,9.27870386098701,6.753832677080829,0.0,0.860199883930084,0.3694504077306209,0.18821467428005123,1.9830449163814896,33.936258266907195,855cd
1,67.47200391828721,62.23335582889105,56.969140639654995,54.085065447682894,0.0,3.3932100032222587,1.046798548038388,3.159740063139539,0.0,31.436935165094305,18.27419945380441,10.850596412291953,2.9806124566025938,0.0,0.02336159666927573,0.03288505349927151,1.033694054419473,2.2109746141368913,33.6479097792312,5e5b8
2,61.87087727569629,59.289859315402616,14.906703087928467,12.274079888082092,0.0,1.8202830084376165,0.017111976388907157,6.144215387652721,0.0,20.99047598182666,20.442915865589942,19.79871274856862,16.510147031143894,0.0,2.917505721839027,0.9198958620691693,0.0726949331532154,3.8418803531327046,24.832356334959364,8e626
3,77.5236385504556,42.83898714156086,41.86368861162205,38.18502740267914,0.0,0.018548195255367883,1.182582676522007,7.669342374524625,0.0,29.118207123687302,4.4561110243468205,3.4423398017105633,3.3109596596691526,0.0,0.08399651981023748,3.4442134628241106,0.8386438124954481,2.085800838802405,31.204007962489708,d6a3d
4,43.49609604852325,15.15372277101001,7.71428622734258,7.199841727107274,0.0,0.6618976915678165,1.229363491157498,4.286358455875854,0.0,29.21620266186756,24.812280003413175,23.356421460884548,0.09865039152328947,0.0,1.5468779478558474,0.09560468346023487,2.995676048068991,3.002558025990132,32.21876068785769,e6f2f
5,78.74833164390765,70.47068439657868,53.90753180015172,48.51851130847692,0.0,0.38287239950532514,0.6519063113766743,0.18258925451122954,0.0,14.506778472647117,26.551644557950816,24.975464366085877,24.783770572530376,0.0,2.387049413731117,2.936451456299623,0.06653703857900739,3.7597854518443046,18.26656392449142,8faf6
6,53.787943448878366,48.255075884123215,17.037774355886015,14.668210437335144,0.0,1.1740019239267319,0.5260010194433296,1.6220225023695545,0.0,25.964546585269815,4.715027130143419,2.47359885411202,2.0094022254886257,0.0,1.8870010026942148,0.982615905951373,0.5398326447298105,3.6314589007982625,29.596005486068076,2ed59
7,39.89480821211436,30.52343222168516,28.456950099080323,24.772565102634037,0.0,1.5052626372326183,6.013967692793746,0.0535038911555441,0.0,25.937234899193072,32.33274471669184,13.477920225759554,1.1335216507813994,0.0,0.14033189240644317,0.10103897525507044,2.0165635187304782,3.8885813900971598,29.82581628929023,62d02
8,44.16379979631158,29.391509791076764,27.024515535381376,26.406449582163212,0.0,1.7197776851887137,0.5764143416867962,3.488217806534827,0.0,28.066165617940232,10.212638830032343,9.79961132419799,9.784758696561141,0.0,0.6522976431796765,3.8893576208669898,0.5911656040302291,3.8461525096729408,31.912318127613172,99f1e
9,62.124239169956404,43.919642246174405,18.646941882218762,16.680720375916565,0.0,0.03992429095792227,0.46814886715699444,5.264257233967166,0.0,22.22839559411285,30.97879044307519,30.27628513595312,1.3819671175484238,0.0,1.6739597835133226,0.038267028040236184,1.5578708520380617,2.790778920201029,25.019174514313878,d8200
10,34.20123541033087,34.19867763233427,24.586213798283815,22.800311393780973,0.0,7.415404919844462,0.17525238401094545,5.330027529406312,0.0,10.889127432351453,19.78896816766465,2.4834678369511654,0.7400279314626035,0.0,0.13407867538804652,0.28951973056408553,1.8871938133842008,2.6567609556835547,13.545888388035006,7cfef
11,26.22759633769025,25.54845398173635,16.40466319540826,16.33500155880231,0.0,8.699436228747633,2.049650851468363,7.4112295800742,0.0,24.418474442641724,31.706718370031112,4.496744552749696,0.8801034702004085,0.0,0.005304801675952042,0.12059611216597377,2.5088563649309754,1.7548911004256393,26.173365543067362,972b1
12,44.98362362301797,44.42290878692165,36.029628585735026,20.439661957253485,0.0,1.8317999913842553,2.230808835076279,0.7944534027125749,0.0,31.1818339880215,28.571085479339978,13.225305434781696,1.05080719613726,0.0,0.08812099435785781,0.12085284436109989,1.88190131930459,3.021444972795255,34.20327896081675,965c0
13,50.45923140535585,46.324993904505526,46.086726984958084,42.85066831550893,0.0,4.300526312522887,5.092704164656801,2.3709987808202904,0.0,25.873431602929728,4.64637010405216,3.4163750540282978,1.5348293067334984,0.0,0.6672797222704636,0.9323640606234731,0.1455879703670675,1.7611462372642146,27.63457784019394,b6c9f
14,20.183092279463423,18.616631504690414,16.39350816065364,7.549917438029626,0.0,4.0625126569423315,0.9234050845539687,1.0578023093930455,0.0,17.243494853179698,18.7907510046239,0.07827204279503786,0.07255074477040768,0.0,0.1565362234461234,2.962782673104505,3.6554881130262844,2.020961830026869,19.264456683206568,5957c
15,42.591171068288375,40.76410620022876,20.562724570877563,7.637052381957486,0.0,1.0088683901898376,0.8264126430265839,0.5050767120499644,0.0,24.321821945377913,21.42907456689045,21.424581462185305,19.630108340224517,0.0,1.5777120786181436,1.1613844674451492,0.16815122930130233,3.3932885538858373,27.71511049926375,b3d55
16,41.77419047238154,37.94847730993999,11.478613816608831,10.061392225684372,0.0,1.7784412175587772,0.11982080285732333,2.359549669764407,0.0,12.923806388227634,5.715469653707546,3.95114463329314,1.632742734637529,0.0,0.4771913497903175,0.0849442956901938,1.7275171497752817,2.4288285251241324,15.352634913351766,5895b
