,tA1,tA2,tA3,tA4,tA5,rA1,rA2,rA3,rA4,ssrd_extension,tB1,tB2,tB3,tB4,rB1,rB2,rB3,wpf_extension,net_extension,run_id
0,37.509758018043925,29.375302267824182,24.977911999475744,24.208428657098512,0.0,0.8501766501678654,3.382813108589111,7.277378913393667,0.0,26.57746303172183,2.692871186259098,1.9335872886095595,1.6901219413863888,0.0,2.0147267070470263,1.7444698730477106,1.8042861598452835,3.1490759002263222,29.726538931948152,4cccb
1,75.8008564934111,75.76237524911794,13.938226017122311,6.75112177327745,0.0,1.2771637743207997,0.028308579100981834,2.3499681881667156,0.0,18.133630757385774,27.739135391855267,23.392710564834886,20.92769937150836,0.0,0.5372681239311117,0.3371475897723277,0.025622782673769606,2.3300549644324122,20.463685721818187,fb7f0
2,61.556437440009965,60.94647962725678,13.13465101807214,11.106391896443604,0.0,6.081566132896206,0.04947656824703328,7.6612208443269,0.0,20.971976716127493,3.1344125518015042,2.2076870444378383,0.9067487241166639,0.0,1.3316183941052886,0.44956247055841203,2.143566873625884,2.367864732938111,23.339841449065602,b0889
3,28.907974927311535,21.253990984136163,20.024457354151416,16.14340407878131,0.0,0.3852775757166993,3.6639214349186897,5.73175628097509,0.0,28.816885050017355,36.21386874056177,16.7436580145633,9.638796913168273,0.0,0.0776314734832857,0.05567236191658109,0.2352918087180509,2.6273972179704064,31.44428226798776,569ed
4,36.78960540119968,36.63435058008616,29.877668618599625,26.87496945900061,0.0,8.192072933641466,0.4668249821072046,7.210422454004155,0.0,25.302184498644316,28.337639265365997,17.996113013150563,0.7358030010040117,0.0,0.07580823680116078,0.11914533652982051,2.8261656526927275,3.096230826801208,28.398415325445523,72abc
5,50.52540304203964,50.186565718754125,40.65136663506443,29.537870740002226,0.0,2.5530185886833747,1.389663319647273,1.6456413590636831,0.0,31.44204769168914,9.22109777387012,8.111245059832267,2.014983708444853,0.0,0.8296389485171276,0.012148856159051036,1.7051643732172832,2.788341230459466,34.230388922148606,ace83
6,63.4320568914689,55.64225505591367,54.111105773202226,35.7782115665336,0.0,3.3414698252289865,0.7058374460636685,0.3176357989910983,0.0,31.955053609373426,14.865217469890858,0.8759347187388888,0.4696087297143281,0.0,0.21725753774626133,1.6007112443704807,1.9620787133776902,2.9018573653534414,34.856910974726866,26dea
7,75.5886875918632,67.36338388052448,40.82308234245719,38.20070109109493,0.0,0.17134185737858187,0.6125877247373257,1.1819359754456127,0.0,20.150217209789616,34.70875391501146,4.44303895575743,2.05654255427115,0.0,0.008735675340255877,0.14551834369541528,1.7412979797897634,2.6385666182003353,22.788783827989953,9467d
8,79.68851146722281,79.63161630958574,32.84773283948526,16.718656457133463,0.0,8.400930756690935,0.057146954248183945,1.315776733763302,0.0,23.64978637463071,30.483411859731305,30.16767375927617,24.803083017050223,0.0,0.5385134074697766,0.7408952147324497,0.033483830651383606,3.1309514126443196,26.78073778727503,60cd9
9,47.20548722246425,45.498308214452244,45.201598865958175,41.38919741936902,0.0,9.63667717074552,6.617250557510413,0.8894690525284632,0.0,21.158216383124103,25.468232364196307,2.436857152097187,0.7788591549896395,0.0,0.020468613459542873,2.573929593776901,1.0774022207222536,3.5104341064839057,24.66865048960801,224e4
10,56.682530876482744,46.89330400525794,46.20151125897514,44.05862813106639,0.0,0.9524835768148787,4.909962011763065,7.24723586643605,0.0,27.411565873429762,38.0851351647982,37.78914500736419,30.73794188420457,0.0,2.1146580119133227,0.2813501948112678,0.006652411779340284,1.7710691753428276,29.18263504877259,22287
11,75.28502541680577,65.6498591576017,64.71303086574179,61.942149468975266,0.0,0.7224527852835405,7.758942683406941,4.489673931788073,0.0,25.87788763605764,13.020943952332003,3.72002197668047,1.4827036949082917,0.0,0.13596931911885424,0.46361703259585196,1.9196242349322739,3.239824970122221,29.11771260617986,02132
